LOAN_ID,SAFE_DECISION,AMBITIOUS_DECISION
721905,True,True
721914,True,True
721916,True,True
721925,True,True
721928,False,False
721933,False,True
721942,False,False
721947,True,True
721954,False,False
721961,True,True
721963,False,True
721967,True,True
721969,True,True
721973,True,True
721975,True,True
721976,True,True
721977,True,True
721978,True,True
721979,True,True
721980,False,False
721988,True,True
721990,True,True
721991,True,True
721997,True,True
722003,False,False
722005,False,False
722009,True,True
722016,True,True
722037,True,True
722038,True,True
722046,True,True
722048,True,True
722055,True,True
722060,True,True
722069,True,True
722073,True,True
722079,True,True
722081,True,True
722086,False,False
722090,True,True
722092,True,True
722093,True,True
722096,True,True
722099,True,True
722100,True,True
722101,False,True
722102,True,True
722103,False,False
722106,True,True
722115,True,True
722117,True,True
722118,True,True
722121,True,True
722128,True,True
722129,True,True
722139,True,True
722142,True,True
722145,True,True
722154,True,True
722155,True,True
722159,True,True
722163,True,True
722169,False,True
722170,True,True
722171,True,True
722176,False,True
722177,True,True
722182,True,True
722188,True,True
722190,False,False
722200,True,True
722209,True,True
722212,True,True
722216,True,True
722217,True,True
722231,True,True
722246,True,True
722248,True,True
722252,True,True
722254,True,True
722256,True,True
722257,True,True
722284,True,True
722286,True,True
722291,True,True
722302,True,True
722303,True,True
722310,True,True
722322,True,True
722323,True,True
722328,True,True
722333,False,False
722339,True,True
722343,False,True
722346,True,True
722351,False,False
722354,True,True
722358,True,True
722360,True,True
722371,True,True
722372,True,True
722389,True,True
722391,True,True
722397,True,True
722404,True,True
722405,True,True
722410,True,True
722411,True,True
722418,True,True
722436,True,True
722439,True,True
722444,False,False
722446,True,True
722450,True,True
722451,True,True
722472,True,True
722480,True,True
722483,True,True
722486,False,True
722497,True,True
722498,True,True
722502,True,True
722522,True,True
722523,True,True
722533,True,True
722589,True,True
722599,True,True
722610,True,True
722623,True,True
722627,True,True
722633,True,True
722642,False,False
722650,True,True
722655,True,True
722657,True,True
722670,True,True
722671,True,True
722676,True,True
722700,True,True
722709,True,True
722715,True,True
722722,False,True
722723,False,True
722726,True,True
722731,True,True
722733,False,False
722737,True,True
722746,True,True
722752,True,True
722764,False,False
722768,True,True
722796,True,True
722798,True,True
722808,False,True
722817,True,True
722819,True,True
722825,True,True
722829,True,True
722833,True,True
722835,True,True
722836,True,True
722838,True,True
722847,False,True
722863,True,True
722870,True,True
722877,True,True
722897,True,True
722907,True,True
722913,True,True
722922,False,True
722923,True,True
722930,True,True
722937,True,True
722948,True,True
722951,True,True
722957,True,True
722964,True,True
722968,True,True
722970,True,True
722995,True,True
722998,True,True
723003,False,True
723005,True,True
723009,True,True
723022,True,True
723030,False,True
723034,True,True
723040,True,True
723041,True,True
723042,False,False
723060,True,True
723063,True,True
723064,True,True
723066,True,True
723067,True,True
723087,True,True
723090,False,False
723096,True,True
723104,True,True
723106,False,False
723130,True,True
723153,True,True
723154,True,True
723157,True,True
723169,False,True
723179,True,True
723183,True,True
723190,True,True
723191,True,True
723193,True,True
723206,False,False
723216,True,True
723219,True,True
723238,False,False
723251,True,True
723252,True,True
723255,True,True
723257,True,True
723274,True,True
723275,False,False
723278,True,True
723279,False,False
723286,True,True
723288,False,False
723289,True,True
723290,True,True
723313,False,False
723316,True,True
723327,True,True
723334,True,True
723347,True,True
723350,False,True
723351,True,True
723362,True,True
723363,True,True
723385,False,False
723398,True,True
723402,True,True
723403,False,False
723405,False,False
723413,True,True
723415,True,True
723418,True,True
723420,True,True
723447,True,True
723451,True,True
723453,True,True
723454,True,True
723456,False,True
723457,False,False
723460,True,True
723462,True,True
723468,True,True
723496,True,True
723511,False,False
723531,True,True
723546,True,True
723552,True,True
723558,True,True
723570,True,True
723572,True,True
723573,True,True
723604,True,True
723605,False,False
723606,True,True
723610,True,True
723615,True,True
723616,True,True
723621,True,True
723623,False,False
723624,True,True
723631,True,True
723646,True,True
723651,True,True
723652,True,True
723663,False,False
723664,True,True
723675,True,True
723679,False,False
723683,True,True
723684,True,True
723699,True,True
723703,True,True
723716,True,True
723723,True,True
723728,False,False
723729,True,True
723742,False,False
723744,True,True
723751,True,True
723760,True,True
723768,True,True
723770,False,False
723772,False,False
723773,True,True
723774,True,True
723796,True,True
723799,True,True
723816,True,True
723817,False,False
723830,True,True
723832,True,True
723840,True,True
723846,True,True
723849,True,True
723878,True,True
723884,False,True
723887,False,False
723893,True,True
723909,True,True
723911,True,True
723914,True,True
723916,True,True
723923,False,False
723977,True,True
723979,True,True
723981,True,True
723994,False,False
724017,True,True
724029,False,False
724037,True,True
724040,True,True
724050,False,False
724051,True,True
724070,True,True
724075,True,True
724085,True,True
724095,False,True
724105,True,True
724108,True,True
724110,True,True
724118,True,True
724140,True,True
724147,False,False
724150,True,True
724156,True,True
724161,False,False
724163,False,False
724175,False,False
724176,True,True
724180,True,True
724181,True,True
724187,True,True
724204,True,True
724212,True,True
724214,True,True
724220,True,True
724234,False,True
724239,True,True
724255,True,True
724261,True,True
724263,True,True
724286,True,True
724292,True,True
724296,True,True
724301,True,True
724304,False,True
724325,True,True
724327,True,True
724332,False,False
724339,True,True
724370,True,True
724374,True,True
724376,True,True
724389,False,True
724397,True,True
724398,True,True
724414,True,True
724417,True,True
724422,False,True
724440,True,True
724455,False,True
724456,True,True
724465,False,False
724467,True,True
724480,True,True
724490,True,True
724500,True,True
724503,False,True
724519,True,True
724536,False,True
724553,True,True
724554,False,True
724558,True,True
724572,True,True
724579,True,True
724601,True,True
724606,True,True
724611,False,False
724626,True,True
724638,True,True
724640,True,True
724642,True,True
724651,True,True
724653,True,True
724655,True,True
724662,False,False
724665,True,True
724667,False,False
724670,True,True
724675,True,True
724677,True,True
724682,False,False
724688,True,True
724691,False,True
724695,False,False
724698,True,True
724702,True,True
724703,True,True
724705,True,True
724706,False,False
724710,False,True
724717,True,True
724720,False,True
724722,True,True
724725,False,True
724727,True,True
724729,True,True
724740,True,True
724742,True,True
724745,True,True
724747,True,True
724751,True,True
724755,True,True
724761,True,True
724762,True,True
724767,False,True
724772,True,True
724774,True,True
724784,True,True
724787,True,True
724790,True,True
724791,True,True
724794,True,True
724796,True,True
724797,False,True
724798,True,True
724800,True,True
724804,True,True
724815,True,True
724835,True,True
724842,True,True
724846,True,True
724859,True,True
724861,True,True
724865,False,True
724866,True,True
724867,True,True
724876,False,False
724880,True,True
724881,True,True
724885,True,True
724886,False,False
724888,True,True
724894,True,True
724897,True,True
724898,True,True
724901,False,False
724904,True,True
724913,False,True
724916,False,False
724924,False,False
724927,True,True
724929,True,True
724932,True,True
724940,True,True
724944,True,True
724948,True,True
724952,True,True
724957,True,True
724960,True,True
724962,True,True
724969,True,True
724975,True,True
724976,True,True
724977,True,True
724985,True,True
724986,True,True
724989,True,True
724993,True,True
724996,True,True
725001,True,True
725002,True,True
725013,True,True
725018,True,True
725019,True,True
725023,False,True
725029,True,True
725030,True,True
725046,True,True
725049,True,True
725059,True,True
725062,True,True
725064,True,True
725066,True,True
725069,True,True
725070,True,True
725071,True,True
725080,True,True
725081,True,True
725090,True,True
725092,True,True
725093,True,True
725099,False,False
725106,False,False
725119,True,True
725123,True,True
725129,True,True
725131,True,True
725132,True,True
725134,True,True
725138,True,True
725145,False,True
725147,True,True
725148,True,True
725155,True,True
725162,False,False
725165,True,True
725171,True,True
725176,True,True
725179,False,False
725181,True,True
725183,True,True
725184,True,True
725192,True,True
725206,True,True
725207,True,True
725208,True,True
725213,False,False
725215,False,False
725216,True,True
725218,True,True
725229,True,True
725237,True,True
725239,True,True
725243,False,False
725249,True,True
725250,True,True
725263,False,False
725264,True,True
725274,True,True
725275,False,True
725280,True,True
725281,True,True
725282,False,False
725284,True,True
725286,True,True
725297,True,True
725298,True,True
725300,True,True
725314,True,True
725320,True,True
725330,True,True
725348,True,True
725351,True,True
725361,False,False
725363,True,True
725368,True,True
725370,True,True
725373,True,True
725384,True,True
725390,True,True
725395,True,True
725399,True,True
725415,True,True
725419,True,True
725428,True,True
725437,True,True
725440,True,True
725448,True,True
725456,True,True
725461,True,True
725463,True,True
725465,False,False
725466,True,True
725472,True,True
725473,True,True
725491,True,True
725493,True,True
725494,True,True
725513,True,True
725522,True,True
725525,True,True
725540,True,True
725543,True,True
725545,True,True
725555,True,True
725568,True,True
725589,True,True
725598,True,True
725599,True,True
725602,True,True
725604,False,False
725605,True,True
725608,False,False
725612,True,True
725613,True,True
725620,True,True
725642,True,True
725644,True,True
725647,True,True
725652,True,True
725655,True,True
725658,True,True
725660,True,True
725662,False,False
725663,True,True
725665,False,False
725673,True,True
725697,True,True
725710,True,True
725714,True,True
725750,True,True
725752,True,True
725757,True,True
725761,True,True
725766,True,True
725771,True,True
725776,True,True
725787,True,True
725796,True,True
725806,True,True
725807,True,True
725808,True,True
725817,True,True
725832,True,True
725833,True,True
725851,True,True
725861,True,True
725870,True,True
725872,False,True
725879,True,True
725882,True,True
725888,True,True
725897,True,True
725902,True,True
725915,True,True
725942,True,True
725947,True,True
725958,True,True
725968,True,True
726078,True,True
726085,False,True
726089,False,False
726090,True,True
726094,True,True
726095,True,True
726102,True,True
726110,True,True
726123,True,True
726132,False,False
726139,False,True
726142,True,True
726153,False,False
726165,False,False
726167,True,True
726168,False,True
726179,False,True
726182,True,True
726194,False,True
726219,True,True
726245,False,False
726246,False,True
726265,False,False
726267,False,False
726277,True,True
726283,True,True
726304,True,True
726322,True,True
726324,True,True
726329,True,True
726334,True,True
726340,False,True
726341,True,True
726344,True,True
726346,True,True
726361,True,True
726362,False,True
726377,True,True
726382,True,True
726384,True,True
726386,True,True
726397,True,True
726409,True,True
726413,True,True
726427,True,True
726429,True,True
726432,True,True
726433,True,True
726434,False,True
726436,True,True
726450,True,True
726451,False,False
726463,True,True
726465,True,True
726477,True,True
726492,True,True
726497,True,True
726504,True,True
726514,True,True
726523,True,True
726537,True,True
726568,True,True
726575,True,True
726590,True,True
726594,True,True
726610,True,True
726613,True,True
726614,True,True
726617,True,True
726636,True,True
726645,False,False
726658,True,True
726672,True,True
726673,True,True
726678,True,True
726680,True,True
726692,True,True
726702,True,True
726704,True,True
726706,True,True
726708,False,False
726709,True,True
726716,False,False
726730,False,True
726738,True,True
726741,True,True
726756,True,True
726762,True,True
726778,True,True
726784,True,True
726794,False,True
726799,True,True
726806,True,True
726808,True,True
726815,True,True
726819,True,True
726822,True,True
726825,False,True
726837,True,True
726854,True,True
726878,True,True
726881,True,True
726884,True,True
726898,True,True
726922,True,True
726923,True,True
726924,True,True
726928,True,True
726934,True,True
726935,True,True
726944,True,True
726945,True,True
726950,True,True
726954,True,True
726967,True,True
726971,False,True
726972,True,True
726981,True,True
726986,False,False
726994,True,True
726996,True,True
727000,True,True
727009,True,True
727010,True,True
727023,True,True
727025,True,True
727030,True,True
727036,True,True
727044,False,True
727049,True,True
727050,True,True
727052,True,True
727053,True,True
727058,True,True
727063,False,False
727065,True,True
727070,True,True
727071,True,True
727075,True,True
727076,True,True
727083,True,True
727089,True,True
727094,False,True
727100,True,True
727102,False,False
727104,True,True
727107,True,True
727121,True,True
727124,False,False
727125,True,True
727126,True,True
727129,True,True
727130,True,True
727131,True,True
727134,True,True
727135,True,True
727136,True,True
727144,True,True
727147,False,True
727149,True,True
727150,True,True
727154,True,True
727157,True,True
727160,True,True
727161,True,True
727165,True,True
727167,True,True
727171,True,True
727183,False,False
727190,True,True
727194,True,True
727200,True,True
727201,False,False
727202,True,True
727221,False,True
727226,False,True
727227,True,True
727228,False,False
727235,False,True
727244,True,True
727245,True,True
727248,True,True
727252,True,True
727253,True,True
727256,True,True
727257,False,False
727261,True,True
727262,True,True
727264,True,True
727265,True,True
727271,True,True
727272,False,True
727274,True,True
727277,False,False
727278,True,True
727287,True,True
727288,True,True
727289,True,True
727292,True,True
727297,False,False
727299,True,True
727307,True,True
727308,True,True
727313,False,False
727321,True,True
727322,True,True
727333,False,True
727335,True,True
727338,True,True
727339,True,True
727343,True,True
727344,True,True
727348,True,True
727355,False,False
727356,True,True
727359,True,True
727360,True,True
727361,True,True
727363,True,True
727365,True,True
727368,False,True
727370,False,False
727371,True,True
727372,True,True
727374,True,True
727377,True,True
727378,True,True
727388,True,True
727391,True,True
727394,True,True
727396,True,True
727399,True,True
727405,True,True
727423,True,True
727425,True,True
727426,True,True
727427,True,True
727433,True,True
727434,True,True
727443,True,True
727445,True,True
727456,False,True
727460,True,True
727465,False,False
727466,True,True
727470,True,True
727477,True,True
727483,True,True
727486,True,True
727489,True,True
727490,False,False
727493,True,True
727506,True,True
727511,True,True
727512,True,True
727514,True,True
727522,False,False
727523,True,True
727525,False,False
727537,True,True
727538,True,True
727539,True,True
727565,True,True
727569,True,True
727570,True,True
727577,True,True
727581,True,True
727583,False,True
727588,True,True
727599,True,True
727608,True,True
727618,False,False
727619,True,True
727628,True,True
727639,True,True
727649,False,False
727665,True,True
727668,True,True
727684,True,True
727689,False,True
727690,True,True
727699,True,True
727705,False,False
727706,True,True
727717,True,True
727718,True,True
727721,True,True
727732,True,True
727737,True,True
727739,False,False
727742,False,False
727745,True,True
727757,False,True
727758,True,True
727765,True,True
727775,True,True
727781,True,True
727784,True,True
727785,False,False
727796,False,False
727802,True,True
727808,False,False
727813,True,True
727818,True,True
727823,True,True
727836,True,True
727841,True,True
727861,True,True
727869,True,True
727870,True,True
727871,True,True
727873,True,True
727881,True,True
727885,True,True
727892,True,True
727895,True,True
727902,True,True
727907,True,True
727921,True,True
727925,True,True
727926,True,True
727928,True,True
727931,True,True
727932,True,True
727934,True,True
727938,True,True
727956,True,True
727957,True,True
727959,False,False
727966,True,True
727971,True,True
727972,True,True
727976,True,True
727979,True,True
727999,True,True
728001,True,True
728009,True,True
728015,True,True
728023,True,True
728028,True,True
728047,True,True
728048,True,True
728057,True,True
728061,True,True
728063,True,True
728074,True,True
728075,True,True
728078,True,True
728104,True,True
728106,True,True
728114,False,False
728115,True,True
728125,True,True
728131,True,True
728136,True,True
728145,True,True
728147,True,True
728153,True,True
728159,True,True
728163,True,True
728164,True,True
728165,True,True
728170,True,True
728175,True,True
728179,False,False
728191,True,True
728193,True,True
728214,False,False
728227,False,False
728228,True,True
728232,True,True
728239,True,True
728241,True,True
728248,True,True
728262,True,True
728266,True,True
728272,True,True
728275,True,True
728285,True,True
728286,True,True
728291,False,False
728296,True,True
728301,False,False
728302,True,True
728304,True,True
728311,True,True
728321,True,True
728326,True,True
728328,True,True
728341,True,True
728343,False,False
728346,True,True
728348,True,True
728351,True,True
728352,True,True
728355,True,True
728356,True,True
728357,False,False
728362,True,True
728368,True,True
728381,False,True
728383,True,True
728385,True,True
728389,True,True
728393,True,True
728397,True,True
728403,True,True
728413,True,True
728418,True,True
728424,True,True
728425,False,False
728429,True,True
728436,True,True
728443,True,True
728452,False,True
728460,True,True
728477,True,True
728479,False,False
728522,True,True
728526,True,True
728528,False,True
733514,True,True
733519,True,True
738508,True,True
738509,True,True
738516,False,True
738520,True,True
738531,False,True
738536,True,True
738542,True,True
738546,True,True
738547,True,True
740479,True,True
740490,True,True
740524,True,True
740529,True,True
740532,False,False
745528,True,True
745529,True,True
745536,True,True
745539,True,True
745551,True,True
745554,False,False
745557,True,True
745558,True,True
745562,True,True
745563,True,True
745578,True,True
745583,False,True
745599,True,True
745600,True,True
745608,True,True
745611,True,True
745613,True,True
745615,True,True
745617,True,True
745619,True,True
745624,True,True
745625,True,True
745638,False,True
745639,True,True
745667,False,True
745690,True,True
745698,True,True
745726,True,True
745740,True,True
745749,True,True
745753,True,True
745801,True,True
745802,True,True
745809,False,False
745811,True,True
745814,True,True
745816,True,True
745817,True,True
745826,True,True
745834,True,True
745838,True,True
745843,True,True
745850,False,False
745855,True,True
745863,True,True
745872,True,True
745876,True,True
745880,True,True
745885,False,False
745888,True,True
745909,True,True
745910,True,True
745911,True,True
745912,True,True
745915,True,True
745918,True,True
745919,True,True
745929,True,True
745938,True,True
745946,True,True
745953,True,True
745966,True,True
745974,True,True
745976,False,True
745977,True,True
745979,True,True
745983,False,True
745988,False,False
745990,True,True
745992,True,True
745993,True,True
746009,True,True
746036,False,False
746044,True,True
746045,False,False
746052,True,True
746059,False,False
746061,True,True
746065,True,True
746078,True,True
746089,True,True
746090,True,True
746101,True,True
746106,True,True
746109,True,True
746117,True,True
746122,True,True
746134,False,False
746135,True,True
746138,True,True
746144,True,True
746161,True,True
746165,False,False
746166,True,True
746172,True,True
746178,True,True
746183,True,True
746185,True,True
746186,True,True
746193,True,True
746196,False,False
746202,True,True
746207,False,False
746220,True,True
746232,True,True
746238,True,True
746246,True,True
746262,True,True
746275,False,True
746285,True,True
746287,True,True
746293,True,True
746294,False,False
746297,True,True
746300,True,True
746313,True,True
746314,True,True
746323,True,True
746326,True,True
746327,True,True
746332,True,True
746334,True,True
746354,True,True
746358,True,True
746360,True,True
746365,True,True
746368,True,True
746369,True,True
746372,True,True
746380,False,False
746388,True,True
746395,True,True
746403,True,True
746409,False,False
746415,True,True
746417,False,True
746420,True,True
746424,False,True
746441,True,True
746444,True,True
746459,True,True
746460,True,True
746464,True,True
746473,True,True
746481,True,True
746487,True,True
746489,True,True
746507,True,True
746525,True,True
746528,False,True
746530,False,False
746545,True,True
746549,True,True
746550,False,False
746559,False,False
746577,True,True
746582,True,True
746585,True,True
746590,True,True
746595,True,True
746604,True,True
746614,True,True
746617,False,True
746633,True,True
746638,True,True
746642,True,True
746645,True,True
746646,True,True
746653,True,True
746654,True,True
746662,True,True
746667,True,True
746672,True,True
746679,False,False
746691,True,True
746703,True,True
746711,True,True
746719,True,True
746726,True,True
746739,True,True
746742,True,True
746744,True,True
746766,True,True
746768,True,True
746780,True,True
746782,True,True
746791,True,True
746792,True,True
746810,True,True
746814,True,True
746818,True,True
746823,False,False
746828,False,False
746839,False,False
746840,True,True
746841,True,True
746843,False,False
746847,True,True
746854,True,True
746855,True,True
746859,True,True
746869,True,True
746885,True,True
746902,True,True
746917,False,False
746918,False,False
746919,True,True
746924,False,False
746926,True,True
746963,True,True
746965,True,True
746968,True,True
746971,True,True
746977,True,True
746983,False,False
746984,True,True
746993,True,True
746994,False,True
746998,True,True
747008,True,True
747014,False,False
747015,True,True
747023,True,True
747030,False,False
747033,False,False
747047,True,True
747055,False,False
747059,False,True
747065,True,True
747076,True,True
747079,True,True
747087,True,True
747093,False,True
747094,True,True
747097,False,False
747098,True,True
747100,False,True
747109,True,True
747110,True,True
747138,True,True
747140,True,True
747142,True,True
747144,True,True
747148,True,True
747156,True,True
747161,True,True
747178,True,True
747183,True,True
747184,True,True
747188,True,True
747190,True,True
747194,True,True
747196,True,True
747199,True,True
747215,True,True
747223,True,True
747225,True,True
747233,True,True
747234,True,True
747235,True,True
747236,True,True
747237,True,True
747241,True,True
747252,True,True
747264,True,True
747267,True,True
747277,True,True
747282,True,True
747287,True,True
747290,True,True
747292,True,True
747293,True,True
747300,True,True
747305,True,True
747306,True,True
747323,True,True
747325,True,True
747333,True,True
747334,True,True
747339,False,True
747342,True,True
747355,True,True
747356,True,True
747361,True,True
747362,True,True
747366,True,True
747367,False,True
747369,True,True
747372,True,True
747379,True,True
747392,True,True
747394,False,False
747397,True,True
747399,True,True
747400,True,True
747401,True,True
747402,True,True
747404,True,True
747411,True,True
747412,True,True
747414,True,True
747423,True,True
747432,True,True
747433,False,True
747436,True,True
747442,True,True
747445,True,True
747464,True,True
747470,True,True
747472,True,True
747475,True,True
747480,True,True
747484,True,True
747495,True,True
747497,True,True
747500,True,True
747505,True,True
747513,False,False
747518,True,True
747519,True,True
747521,True,True
747525,True,True
747526,True,True
747527,True,True
747529,False,False
747535,True,True
747539,True,True
747541,True,True
747542,True,True
747551,False,False
747553,False,False
747559,True,True
747560,True,True
747561,False,True
747562,True,True
747564,True,True
747565,True,True
747571,False,False
747574,True,True
747582,True,True
747584,False,False
747587,True,True
747588,True,True
747590,True,True
747592,True,True
747596,True,True
747603,True,True
747606,True,True
747609,True,True
747626,True,True
747628,True,True
747632,True,True
747634,False,False
747649,False,False
747653,False,True
747658,True,True
747662,True,True
747666,True,True
747676,True,True
747677,True,True
747685,True,True
747703,True,True
747704,True,True
747709,True,True
747710,False,False
747714,False,True
747715,True,True
747720,True,True
747724,True,True
747741,False,False
747742,False,False
747744,True,True
747748,True,True
747753,True,True
747759,True,True
747774,True,True
747775,False,False
747778,True,True
747781,True,True
747783,True,True
747790,True,True
747793,False,False
747795,True,True
747797,True,True
747798,False,False
747799,True,True
747802,True,True
747803,True,True
747812,True,True
747817,True,True
747818,False,False
747827,False,False
747831,False,False
747834,True,True
747840,True,True
747843,True,True
747845,False,True
747850,False,False
747861,True,True
747864,False,False
747865,True,True
747870,True,True
747881,True,True
747892,True,True
747898,True,True
747908,True,True
747912,True,True
747915,True,True
747917,False,False
747921,True,True
747922,True,True
747939,True,True
747945,True,True
747947,True,True
747963,True,True
747967,True,True
747972,True,True
747977,True,True
747980,True,True
747988,True,True
747996,True,True
748006,True,True
748010,True,True
748012,True,True
748024,False,False
748026,True,True
748028,False,True
748032,True,True
748033,True,True
748053,True,True
748061,True,True
748062,True,True
748065,True,True
748068,True,True
748073,True,True
748077,True,True
748094,True,True
748102,True,True
748107,True,True
748112,True,True
748113,False,True
748121,True,True
748127,True,True
748131,False,True
748132,True,True
748139,True,True
748142,True,True
748148,True,True
748163,True,True
748169,False,False
748175,True,True
748187,False,True
748197,True,True
748209,False,True
748211,True,True
748214,True,True
748215,True,True
748218,True,True
748227,True,True
748235,True,True
748237,True,True
748240,True,True
748252,True,True
748253,False,False
748258,True,True
748259,True,True
748267,True,True
748268,True,True
748276,True,True
748285,True,True
748293,False,False
748299,False,False
748305,True,True
748308,True,True
748312,True,True
748316,False,True
748327,True,True
748334,False,True
748339,False,False
748340,True,True
748343,True,True
748354,True,True
748356,True,True
748373,True,True
748374,True,True
748377,True,True
748395,True,True
748403,True,True
748406,True,True
748416,True,True
748429,True,True
748431,True,True
748443,True,True
748460,False,False
748462,False,True
748467,True,True
748470,True,True
748471,True,True
748474,False,True
748480,True,True
748483,True,True
748499,True,True
748519,True,True
748520,False,False
748523,True,True
748527,True,True
748539,True,True
748548,True,True
748549,False,False
748555,True,True
748560,True,True
748564,True,True
748568,True,True
748573,True,True
748580,True,True
748582,True,True
748590,True,True
748613,True,True
748619,True,True
748620,True,True
748626,True,True
748627,True,True
748643,False,False
748644,False,False
748646,True,True
748651,True,True
748659,True,True
748662,True,True
748669,True,True
748677,True,True
748681,True,True
748682,False,False
748689,True,True
748691,True,True
748697,False,True
748698,True,True
748707,True,True
748716,True,True
748717,True,True
748720,False,True
748730,True,True
748733,False,False
748741,False,False
748745,True,True
748759,False,True
748761,True,True
748768,True,True
748772,True,True
748776,True,True
748781,True,True
748784,False,False
748800,True,True
748806,True,True
748807,True,True
748820,False,False
748822,True,True
748828,True,True
748867,False,False
748904,True,True
748910,True,True
748923,True,True
748925,True,True
748930,False,False
748931,True,True
748934,False,False
748950,True,True
748976,True,True
748979,True,True
748981,True,True
748982,True,True
748990,True,True
748993,True,True
749017,True,True
749018,True,True
749020,False,True
749021,True,True
749022,True,True
749040,True,True
749044,True,True
749051,True,True
749056,False,False
749062,False,False
749064,True,True
749065,False,True
749066,False,True
749069,True,True
749077,True,True
749079,True,True
749084,False,False
749093,True,True
749104,False,False
749105,True,True
749118,True,True
749132,True,True
749140,False,False
749148,True,True
749149,False,False
749152,True,True
749154,True,True
749158,True,True
749164,True,True
749169,True,True
749171,True,True
749176,False,False
749177,True,True
749179,True,True
749180,True,True
749189,True,True
749197,True,True
749210,False,False
749218,False,False
749246,True,True
749262,True,True
749271,True,True
749275,True,True
749276,True,True
749279,True,True
749283,True,True
749291,False,False
749299,False,False
749307,False,False
749309,True,True
749315,True,True
749327,True,True
749338,False,True
749339,True,True
749342,True,True
749347,False,True
749348,True,True
749350,True,True
749362,False,True
749375,False,False
749378,False,False
749380,True,True
749401,False,False
749420,True,True
749422,True,True
749437,True,True
749448,True,True
749462,True,True
749465,False,True
749498,True,True
749499,True,True
749508,True,True
749513,True,True
749516,True,True
749520,True,True
749521,True,True
749525,True,True
749538,True,True
749542,True,True
749551,False,False
749560,True,True
749581,True,True
749592,True,True
749625,True,True
749628,True,True
749645,True,True
749648,True,True
749650,True,True
749655,True,True
749665,True,True
749677,True,True
749679,True,True
749680,True,True
749682,False,True
749683,True,True
749685,True,True
749691,True,True
749713,True,True
749719,True,True
749723,True,True
749749,True,True
749750,True,True
749751,True,True
749752,True,True
749757,False,False
749764,True,True
749774,True,True
749779,True,True
749780,True,True
749782,True,True
749784,True,True
749789,True,True
749792,True,True
749801,True,True
749803,True,True
749804,True,True
749806,True,True
749811,False,False
749812,False,False
749818,True,True
749821,True,True
749839,True,True
749841,True,True
749851,True,True
749855,True,True
749871,True,True
749877,True,True
749880,True,True
749886,True,True
749887,True,True
749890,True,True
749901,True,True
749903,True,True
749904,True,True
749909,False,True
749912,False,False
749916,True,True
749927,True,True
749943,True,True
749951,True,True
749953,True,True
749958,True,True
749959,True,True
749978,True,True
749986,True,True
749992,True,True
749993,False,False
749996,True,True
750005,False,True
750016,True,True
750027,True,True
750031,True,True
750038,True,True
750050,True,True
750066,True,True
750081,True,True
750089,True,True
750097,True,True
750103,True,True
750109,False,True
750110,True,True
750115,True,True
750119,True,True
750120,True,True
750127,False,False
750130,True,True
750133,True,True
750135,True,True
750140,True,True
750147,True,True
750155,True,True
750176,True,True
750180,True,True
750185,True,True
750192,True,True
750197,True,True
750198,True,True
750207,True,True
750214,False,False
750215,True,True
750232,True,True
750233,True,True
750235,True,True
750240,True,True
750255,True,True
750257,False,False
750264,False,True
750266,True,True
750273,False,False
750278,True,True
750279,True,True
750285,True,True
750288,True,True
750298,True,True
750301,True,True
750308,True,True
750310,True,True
750316,True,True
750328,True,True
750333,True,True
750337,True,True
750338,True,True
750349,False,False
750365,True,True
750367,True,True
750372,True,True
750381,False,False
750383,False,False
750391,True,True
750409,False,True
750412,True,True
750416,True,True
750417,True,True
750424,True,True
750428,True,True
750452,True,True
750453,True,True
750459,True,True
750460,True,True
750461,False,True
750462,False,True
750464,False,True
750465,False,False
750466,True,True
750468,True,True
750472,False,False
750478,True,True
750485,False,True
750490,True,True
750491,True,True
750492,True,True
750493,True,True
750500,True,True
750513,True,True
750514,True,True
750515,True,True
750517,True,True
750520,True,True
750523,True,True
750526,True,True
750529,False,True
750531,True,True
750535,True,True
750538,False,False
750543,True,True
750546,False,True
750547,False,False
750550,True,True
750553,True,True
750562,False,False
750568,False,False
750573,True,True
750574,True,True
750576,True,True
750578,True,True
750581,True,True
750582,False,True
750583,False,True
750589,True,True
750593,True,True
750595,False,False
750598,True,True
750602,True,True
750603,True,True
750606,True,True
750611,False,False
750613,True,True
750619,True,True
750621,True,True
750623,True,True
750626,True,True
750627,False,False
750633,True,True
750637,False,False
750639,True,True
750641,True,True
750646,False,True
750649,True,True
750653,False,False
750655,True,True
750658,True,True
750662,True,True
750663,False,False
750679,True,True
750684,True,True
750696,True,True
750698,True,True
750702,True,True
750710,True,True
750718,True,True
750722,True,True
750723,True,True
750741,True,True
750744,True,True
750747,True,True
750748,True,True
750751,False,False
750755,True,True
750760,True,True
750765,True,True
750770,False,False
750773,True,True
750777,True,True
750784,False,False
750786,True,True
750787,True,True
750790,True,True
750791,True,True
750793,True,True
750794,True,True
750805,False,False
750814,True,True
750816,True,True
750837,False,False
750838,True,True
750841,True,True
750847,True,True
750857,True,True
750864,True,True
750878,True,True
750880,True,True
750883,True,True
750885,False,True
750892,True,True
750899,False,True
750901,True,True
750907,True,True
750909,True,True
750913,True,True
750925,False,False
750950,True,True
750952,False,True
750964,True,True
750965,True,True
750968,True,True
750971,True,True
750983,True,True
750985,False,False
750988,True,True
750990,True,True
750992,True,True
751001,True,True
751015,True,True
751023,True,True
751028,True,True
